#{"t_start": 1768227135.754219, "env_id": "SpaceInvaders-v0"}
r,l,t
155.0,760,952.399121
95.0,564,953.166229
135.0,750,954.211632
105.0,398,954.735703
185.0,955,956.10944
435.0,1331,958.013515
455.0,990,959.429822
170.0,749,960.460966
190.0,653,976.30233
345.0,929,977.611608
335.0,1050,979.133151
185.0,1085,980.676377
200.0,708,981.648034
385.0,1063,983.147304
160.0,643,984.042319
60.0,662,984.960474
250.0,907,986.267271
325.0,848,987.410915
630.0,1249,1004.128262
195.0,802,1005.278223
245.0,860,1006.498211
195.0,887,1007.766768
170.0,893,1009.036935
255.0,681,1010.023304
185.0,662,1010.93543
340.0,965,1012.288077
125.0,511,1012.975016
110.0,414,1013.525603
225.0,938,1014.846463
270.0,1026,1031.178335
205.0,851,1032.382459
280.0,968,1033.748464
215.0,1010,1035.175734
440.0,895,1036.439428
100.0,775,1037.54686
260.0,992,1038.961385
685.0,1413,1041.010883
185.0,718,1042.000295
285.0,899,1058.178325
285.0,1086,1059.711908
50.0,454,1060.327833
135.0,663,1061.242761
310.0,1056,1062.764212
165.0,808,1063.929893
440.0,761,1064.988419
165.0,602,1065.819731
190.0,723,1066.834859
425.0,1098,1068.435392
320.0,928,1084.71054
280.0,922,1086.012819
110.0,645,1086.902614
200.0,938,1088.208013
205.0,654,1089.137497
295.0,786,1090.223323
225.0,778,1091.275961
145.0,765,1092.354445
415.0,974,1093.765283
365.0,1130,1095.387522
145.0,687,1096.324038
230.0,959,1112.630051
230.0,624,1113.529042
205.0,846,1114.72954
490.0,1083,1116.246185
285.0,981,1117.620644
475.0,1444,1154.388583
320.0,978,1155.787173
515.0,1361,1157.736685
325.0,899,1173.931401
135.0,509,1174.599507
345.0,886,1175.843795
160.0,606,1176.667094
295.0,1078,1178.211797
355.0,1077,1179.720374
300.0,1046,1181.352544
90.0,572,1182.208954
365.0,1100,1183.964194
100.0,486,1184.676225
140.0,529,1185.47584
435.0,1281,1206.89303
185.0,991,1208.428563
155.0,563,1209.289266
430.0,1188,1211.152304
295.0,972,1212.665669
170.0,907,1214.089868
335.0,1003,1215.637664
130.0,481,1216.352858
155.0,684,1217.528887
385.0,1343,1238.881801
445.0,1312,1240.933082
325.0,1123,1242.646001
170.0,778,1243.876481
160.0,892,1245.24233
120.0,601,1246.126978
290.0,1148,1248.077247
265.0,866,1249.39687
265.0,848,1250.699022
565.0,1017,1271.666461
360.0,1387,1273.843527
355.0,1050,1275.463822
255.0,811,1276.792473
295.0,1054,1278.467323
370.0,1120,1280.230835
540.0,1569,1282.703177
130.0,665,1283.703238
610.0,1183,1304.808895
115.0,648,1305.784351
475.0,1419,1308.143447
45.0,511,1308.916553
240.0,812,1310.134029
140.0,531,1310.933271
230.0,960,1312.395248
360.0,1086,1314.076118
290.0,1027,1315.646675
220.0,658,1316.654344
290.0,1040,1333.481476
390.0,1075,1335.005385
255.0,882,1336.270275
330.0,1199,1337.988506
90.0,425,1338.561378
130.0,937,1339.904976
370.0,1280,1341.71611
420.0,789,1342.813274
360.0,953,1344.144376
475.0,1101,1360.538877
110.0,631,1361.435089
205.0,907,1362.682787
155.0,791,1363.793583
250.0,941,1365.101394
115.0,665,1366.031337
115.0,688,1367.008952
365.0,895,1368.313731
275.0,964,1369.663635
400.0,1169,1371.329224
420.0,1173,1387.950686
220.0,910,1389.257591
410.0,1108,1390.864757
340.0,1038,1392.317953
570.0,1443,1394.329684
275.0,991,1395.721349
610.0,1428,1397.754683
235.0,803,1413.718995
355.0,1073,1415.280306
160.0,687,1416.253426
620.0,1229,1417.982099
305.0,943,1419.287343
220.0,1034,1420.723809
190.0,671,1421.629456
500.0,1000,1423.058131
115.0,684,1423.996476
250.0,926,1425.286163
195.0,680,1441.135739
255.0,753,1442.180387
190.0,846,1443.378938
480.0,1055,1477.880825
180.0,681,1478.867425
185.0,898,1480.178366
280.0,877,1481.403872
170.0,706,1482.360533
175.0,718,1483.371718
190.0,704,1484.381122
90.0,451,1484.980108
335.0,924,1501.176269
295.0,817,1502.291901
190.0,769,1503.359064
395.0,1356,1505.30223
670.0,1250,1507.035071
530.0,992,1508.423525
555.0,1431,1510.462834
270.0,833,1511.639022
120.0,399,1512.19241
170.0,714,1528.069371
545.0,1010,1529.483813
460.0,1308,1531.330031
375.0,995,1532.716648
355.0,1282,1534.517597
685.0,1253,1536.30684
430.0,919,1537.630202
170.0,755,1538.697665
220.0,808,1554.725016
500.0,1435,1556.773977
165.0,503,1557.446902
240.0,781,1558.527627
225.0,1121,1560.11008
245.0,780,1561.16162
305.0,1149,1562.784185
320.0,1077,1564.287128
350.0,989,1565.675899
615.0,1365,1582.451103
170.0,797,1583.557363
75.0,501,1584.247948
365.0,1225,1586.001137
240.0,931,1587.286337
190.0,770,1588.352453
465.0,1121,1589.949425
145.0,691,1590.895304
210.0,655,1591.793539
335.0,1009,1593.225714
120.0,712,1609.146358
210.0,1017,1610.582535
225.0,840,1611.735636
230.0,751,1612.76375
310.0,866,1613.969909
285.0,880,1615.208711
305.0,988,1616.616005
535.0,1061,1618.144848
295.0,899,1619.420182
590.0,1135,1635.86785
565.0,1262,1637.674675
110.0,730,1638.683894
255.0,1054,1640.192681
380.0,1052,1641.674981
195.0,638,1642.548254
130.0,649,1643.450209
340.0,1071,1644.940608
230.0,906,1646.220549
615.0,1299,1662.931123
365.0,1024,1664.380548
225.0,849,1665.581576
360.0,1107,1667.194796
295.0,1148,1668.829216
405.0,961,1670.207731
55.0,466,1670.841845
545.0,1491,1672.892308
75.0,378,1673.37417
560.0,1137,1689.846033
230.0,859,1691.038726
135.0,713,1691.997922
380.0,1116,1693.559133
255.0,756,1694.598288
300.0,888,1695.870961
155.0,657,1696.81925
315.0,931,1698.161912
220.0,882,1699.402774
335.0,1222,1701.194042
120.0,595,1716.919886
150.0,533,1717.652472
310.0,1104,1719.174868
415.0,1053,1720.662799
370.0,1194,1722.350085
390.0,1146,1723.976565
420.0,1202,1725.682642
435.0,1113,1727.303838
270.0,739,1728.337732
650.0,1391,1780.151547
185.0,727,1781.175281
125.0,498,1781.874866
45.0,460,1782.494644
175.0,969,1783.859461
325.0,1014,1785.338068
435.0,1114,1786.957762
205.0,716,1787.962561
500.0,955,1789.314194
355.0,996,1805.648366
75.0,405,1806.171464
490.0,989,1807.596627
110.0,433,1808.201697
465.0,1213,1809.918013
410.0,1114,1811.488055
225.0,1085,1813.058087
745.0,1046,1814.54329
330.0,1052,1816.051553
250.0,707,1817.033314
235.0,838,1833.175527
110.0,502,1833.875102
110.0,713,1834.894209
120.0,644,1835.793811
90.0,495,1836.46538
115.0,626,1837.353525
315.0,902,1838.632663
635.0,1249,1840.401388
300.0,874,1841.672314
325.0,1308,1843.514728
110.0,479,1844.163882
495.0,1297,1861.049664
180.0,847,1862.225306
115.0,834,1863.375436
245.0,945,1864.685688
340.0,769,1865.762973
450.0,1190,1867.460221
310.0,1034,1868.931939
460.0,989,1870.355408
60.0,531,1871.092989
400.0,1169,1889.4317
505.0,1336,1891.696939
140.0,698,1892.83619
390.0,1217,1894.875891
165.0,684,1895.979486
610.0,1087,1897.799316
700.0,1293,1899.90357
165.0,743,1901.106726
230.0,889,1902.539302
65.0,407,1922.925397
225.0,687,1924.051552
275.0,888,1925.493882
100.0,541,1926.356998
100.0,461,1927.095762
715.0,1306,1929.259737
195.0,910,1930.730383
255.0,1026,1932.442781
275.0,988,1934.037362
335.0,1010,1935.663757
450.0,1396,1957.626957
125.0,490,1958.392625
125.0,852,1959.752036
350.0,888,1961.206712
270.0,898,1962.611298
810.0,1231,1964.594874
145.0,650,1965.629019
190.0,776,1966.950692
420.0,936,1968.570917
410.0,1099,1990.075796
245.0,978,1991.657986
100.0,488,1992.405081
930.0,1442,1994.743906
755.0,1255,1996.826754
520.0,1541,1999.428749
335.0,879,2000.857927
425.0,1111,2002.652914
255.0,899,2023.798628
430.0,1182,2025.735372
470.0,1441,2028.271353
55.0,567,2029.185616
195.0,1091,2030.951865
325.0,1197,2032.856593
175.0,653,2033.887721
365.0,1322,2036.009578
385.0,1198,2057.610031
340.0,1099,2059.422997
170.0,722,2060.61115
390.0,1013,2062.228334
490.0,1190,2064.186112
280.0,1099,2066.081946
140.0,578,2066.975515
55.0,540,2067.783611
85.0,651,2068.817233
525.0,1032,2111.186488
95.0,491,2111.949978
235.0,893,2133.04533
400.0,1099,2134.842116
710.0,1370,2137.067806
235.0,1108,2138.884533
230.0,1025,2140.523235
200.0,728,2141.679863
120.0,794,2142.953511
310.0,1099,2144.673227
400.0,948,2166.057955
670.0,1168,2167.924705
150.0,937,2169.48949
275.0,926,2170.968682
125.0,1189,2172.875422
540.0,1120,2174.673891
410.0,1252,2176.670889
210.0,1032,2178.494452
455.0,1059,2199.882475
135.0,640,2200.883761
265.0,1078,2202.654966
390.0,959,2204.227375
550.0,1046,2205.92933
480.0,1447,2208.443581
100.0,613,2209.426999
140.0,507,2210.229984
235.0,737,2211.423007
425.0,1224,2232.935347
225.0,657,2233.977786
225.0,639,2234.988027
550.0,1136,2236.829631
45.0,504,2237.734252
615.0,1123,2239.562975
515.0,1295,2241.636687
215.0,996,2243.267178
400.0,1169,2245.145938
330.0,1044,2266.486969
340.0,765,2267.824651
325.0,893,2269.273643
135.0,553,2270.158792
110.0,707,2271.26428
220.0,750,2272.448751
320.0,1091,2274.204972
185.0,648,2275.242095
175.0,701,2276.348717
160.0,717,2277.485931
145.0,791,2278.742094
170.0,641,2279.772725
220.0,994,2301.069793
190.0,909,2302.557359
445.0,985,2304.43358
240.0,1059,2306.231781
335.0,1050,2307.923717
570.0,1489,2310.329812
290.0,1191,2312.147028
525.0,1426,2329.294989
290.0,1223,2331.061187
210.0,680,2332.044312
65.0,539,2332.760398
150.0,773,2333.86102
425.0,710,2334.851624
390.0,933,2336.143273
310.0,1288,2337.985982
325.0,1133,2339.559654
250.0,883,2340.781293
210.0,962,2357.133991
255.0,967,2358.458648
460.0,1300,2360.317952
470.0,1374,2362.25866
465.0,1032,2363.700319
565.0,985,2365.039963
390.0,1289,2366.883678
315.0,1015,2383.285497
110.0,685,2384.237095
325.0,715,2385.231202
200.0,1055,2386.704861
345.0,936,2388.04655
210.0,722,2389.004667
605.0,1062,2390.564338
255.0,1050,2392.051992
225.0,847,2393.213833
415.0,1389,2410.032779
390.0,917,2411.297424
155.0,874,2412.526552
240.0,849,2413.659176
225.0,910,2414.935812
495.0,1254,2416.732009
630.0,1348,2455.701113
195.0,696,2456.650709
150.0,698,2457.606824
275.0,948,2458.944463
75.0,770,2475.01891
350.0,1231,2476.804106
155.0,542,2477.574718
475.0,1697,2480.031495
505.0,1184,2481.711187
330.0,864,2482.913318
335.0,1019,2484.343474
145.0,766,2485.395099
405.0,812,2501.400868
315.0,968,2502.765187
200.0,731,2503.780803
725.0,1309,2505.692508
425.0,1260,2507.469216
245.0,1002,2508.879367
305.0,861,2510.104002
375.0,1006,2511.474644
390.0,1220,2528.100994
85.0,702,2529.083593
250.0,746,2530.123217
415.0,1178,2531.835913
405.0,1228,2533.579609
160.0,659,2534.499715
350.0,1042,2536.01438
410.0,863,2537.26753
680.0,1408,2539.261757
240.0,1035,2555.64451
220.0,800,2556.763141
170.0,669,2557.69825
95.0,892,2558.927382
280.0,1118,2560.553556
155.0,693,2561.544672
335.0,1081,2563.074334
450.0,1449,2565.169063
250.0,903,2566.437706
340.0,1329,2583.276647
105.0,658,2584.199501
350.0,1142,2585.825679
150.0,737,2586.857317
515.0,1342,2588.763032
455.0,1120,2590.320201
280.0,784,2591.423824
345.0,1051,2592.866975
645.0,1340,2609.613354
315.0,991,2611.004515
495.0,1063,2612.519699
325.0,934,2613.833935
745.0,1639,2616.190192
375.0,870,2617.420019
240.0,998,2618.857731
555.0,1156,2620.497419
455.0,1255,2637.223873
295.0,1065,2638.744538
410.0,992,2640.152691
155.0,646,2641.041287
645.0,1138,2642.640455
280.0,872,2643.861266
150.0,671,2644.811383
175.0,704,2645.797493
190.0,652,2646.688581
140.0,783,2647.804711
420.0,1282,2664.583086
495.0,1081,2666.180266
405.0,1296,2668.044936
445.0,1083,2669.550606
340.0,1148,2671.170774
295.0,938,2672.476969
315.0,1320,2674.399194
260.0,1021,2690.81136
230.0,964,2692.160005
315.0,1088,2693.708186
300.0,1032,2695.185339
730.0,1659,2697.541603
180.0,869,2698.762742
365.0,817,2699.929871
280.0,860,2701.130999
110.0,688,2702.063593
225.0,858,2718.174475
305.0,1023,2719.669146
315.0,1144,2721.285329
245.0,903,2758.676163
245.0,838,2759.896309
215.0,905,2761.206471
350.0,1253,2762.940159
135.0,632,2763.810754
230.0,1027,2765.274915
245.0,751,2781.285847
175.0,705,2782.294973
160.0,958,2783.661644
535.0,1568,2785.910929
205.0,805,2787.070554
245.0,804,2788.206177
110.0,577,2789.012769
565.0,1437,2791.050987
265.0,744,2792.069776
160.0,802,2793.207901
250.0,1056,2809.711037
75.0,538,2810.439655
420.0,1286,2812.298158
295.0,1001,2813.699841
410.0,1387,2815.65773
445.0,1349,2817.563127
215.0,889,2818.798853
160.0,643,2819.706241
205.0,817,2835.867187
345.0,1187,2837.592424
445.0,1269,2839.40519
275.0,1010,2840.834093
660.0,1377,2842.780177
285.0,1139,2844.397852
165.0,936,2845.753556
625.0,1304,2862.707419
500.0,1316,2864.570037
125.0,794,2865.684619
200.0,707,2866.685313
210.0,1059,2868.185987
305.0,1062,2869.644941
200.0,681,2870.553074
80.0,538,2871.290647
590.0,1143,2872.879092
490.0,948,2874.21333
115.0,664,2890.181391
670.0,1285,2892.03557
635.0,1090,2893.581229
120.0,705,2894.576337
570.0,1418,2896.591928
635.0,1196,2898.273206
415.0,1327,2900.151651
115.0,511,2900.861235
260.0,1090,2917.865563
145.0,759,2919.031193
430.0,973,2920.51288
80.0,547,2921.315969
295.0,949,2922.722123
205.0,855,2923.936417
155.0,487,2924.622494
390.0,680,2925.557603
230.0,1048,2927.093081
155.0,515,2927.800665
290.0,1031,2929.213428
500.0,1415,2946.129983
255.0,1131,2947.75386
150.0,671,2948.68801
290.0,871,2949.894141
230.0,782,2950.967658
265.0,948,2952.335109
340.0,1062,2953.803601
250.0,1042,2955.273269
395.0,812,2956.477816
245.0,946,2972.888583
440.0,928,2974.200909
600.0,1804,2976.798123
390.0,1201,2978.481067
345.0,1206,2980.227841
195.0,984,2981.672115
295.0,1306,2983.585452
310.0,1249,3000.308561
370.0,1533,3002.485255
355.0,1210,3004.180131
480.0,1236,3005.974884
305.0,1048,3007.47756
255.0,910,3008.768221
425.0,1068,3010.321447
300.0,1041,3026.912475
240.0,727,3027.928678
445.0,1328,3067.313787
530.0,1154,3068.979114
280.0,992,3070.39185
170.0,668,3071.302177
305.0,818,3072.439798
420.0,1433,3074.485427
325.0,942,3075.802332
575.0,1413,3092.933895
170.0,803,3094.053058
360.0,900,3095.30099
645.0,1283,3097.114609
110.0,597,3097.959689
230.0,981,3099.334389
285.0,807,3100.465903
545.0,1347,3102.381799
330.0,985,3118.898627
720.0,1356,3120.79633
155.0,540,3121.547937
235.0,1099,3123.123125
350.0,993,3124.516351
215.0,799,3125.6208
305.0,868,3126.861571
665.0,1441,3128.920396
435.0,1270,3145.992641
295.0,1171,3147.700546
565.0,1069,3149.282746
175.0,936,3150.632897
270.0,936,3151.958534
90.0,664,3152.921021
540.0,1060,3154.379771
340.0,805,3155.569848
265.0,1033,3157.071931
325.0,1209,3173.868178
385.0,1343,3175.763861
280.0,925,3177.066163
520.0,1324,3178.896401
350.0,1036,3180.41131
875.0,1368,3182.360611
110.0,801,3183.507337
340.0,1002,3184.942829
415.0,1145,3201.649424
555.0,1707,3204.111764
310.0,887,3205.379063
495.0,1311,3207.267954
285.0,781,3208.335184
365.0,979,3209.729535
415.0,1100,3211.281725
140.0,673,3212.201678
245.0,1006,3228.693754
260.0,917,3229.99814
175.0,724,3230.983534
85.0,654,3231.90817
320.0,1059,3233.411009
550.0,1209,3235.100366
570.0,1405,3237.08577
250.0,922,3238.418278
165.0,657,3239.356503
390.0,1126,3256.010545
225.0,619,3256.861925
230.0,925,3258.206467
215.0,772,3259.284596
130.0,704,3260.26624
600.0,1486,3262.434002
255.0,863,3263.662436
160.0,735,3264.707176
215.0,963,3266.082293
185.0,923,3282.356926
345.0,996,3283.769233
135.0,806,3284.88517
340.0,1160,3286.548728
290.0,940,3287.930581
405.0,913,3289.216794
150.0,798,3290.342953
490.0,1269,3292.126045
570.0,1213,3293.846356
410.0,1155,3310.347645
300.0,954,3311.716075
495.0,1267,3313.501987
225.0,1165,3315.151951
300.0,807,3316.303895
260.0,891,3317.606564
340.0,1093,3319.172927
175.0,766,3357.204913
155.0,589,3358.001712
225.0,1159,3374.648883
340.0,1062,3376.130118
250.0,988,3377.558029
375.0,1164,3379.236854
360.0,965,3380.557824
355.0,889,3381.807107
340.0,1114,3383.36498
260.0,828,3384.523916
195.0,699,3400.606496
465.0,1204,3402.350432
120.0,618,3403.198175
250.0,868,3404.406175
70.0,530,3405.1228
235.0,1006,3406.545192
165.0,672,3407.498802
400.0,1181,3409.173437
445.0,688,3410.131563
740.0,1475,3412.303457
295.0,1274,3429.162775
270.0,1180,3430.870196
240.0,728,3431.895321
60.0,517,3432.594501
325.0,1180,3434.251758
380.0,1170,3435.945408
440.0,1259,3437.765631
345.0,1232,3439.554809
260.0,1081,3456.085658
545.0,1176,3457.755416
365.0,1233,3459.473454
545.0,999,3460.91828
210.0,867,3462.155927
655.0,1294,3464.014783
430.0,1117,3465.581607
295.0,927,3466.876792
255.0,1161,3483.555635
670.0,1383,3485.552438
130.0,654,3486.456711
300.0,1093,3488.015179
330.0,1032,3489.49602
130.0,667,3490.452789
520.0,1396,3492.44633
570.0,1126,3494.094146
85.0,669,3510.071757
585.0,1029,3511.555796
310.0,1062,3513.083473
75.0,572,3513.87556
260.0,1026,3515.346759
145.0,679,3516.380034
715.0,1549,3518.596915
245.0,914,3519.836471
300.0,864,3521.06843
175.0,988,3537.559361
275.0,967,3538.922857
415.0,1234,3540.680068
225.0,913,3541.967427
125.0,512,3542.690012
305.0,1136,3544.288224
445.0,989,3545.717006
305.0,1001,3547.136042
365.0,847,3548.334605
505.0,1014,3564.789667
105.0,646,3565.691275
250.0,766,3566.762905
280.0,848,3567.97109
580.0,1120,3569.567823
210.0,778,3570.667708
305.0,875,3571.923464
315.0,951,3573.287213
340.0,1173,3574.954154
225.0,989,3591.387074
90.0,869,3592.614928
315.0,1198,3594.313625
330.0,1098,3595.855983
355.0,1115,3597.469804
525.0,1456,3599.519554
335.0,1021,3600.947997
175.0,824,3602.129035
225.0,818,3603.295267
270.0,883,3619.669686
390.0,1119,3621.289058
375.0,825,3622.495054
740.0,1621,3624.790065
470.0,1611,3662.93244
200.0,779,3664.07169
410.0,1131,3665.653077
160.0,568,3666.488261
590.0,1065,3683.065006
295.0,886,3684.299855
185.0,647,3685.177643
575.0,1426,3687.236089
430.0,1512,3689.373317
165.0,938,3690.67838
230.0,841,3691.853185
255.0,868,3693.095881
325.0,983,3709.550905
265.0,773,3710.605539
350.0,832,3711.763152
280.0,808,3712.920229
340.0,926,3714.260989
265.0,747,3715.321062
370.0,1057,3716.847553
510.0,1366,3718.852455
285.0,931,3720.15784
355.0,880,3736.610122
305.0,1023,3738.095034
270.0,1042,3739.547862
125.0,559,3740.341499
230.0,853,3741.537202
175.0,705,3742.506041
155.0,958,3743.854928
205.0,713,3744.819081
230.0,1053,3746.337481
145.0,683,3747.265096
350.0,839,3763.680668
145.0,620,3764.564239
280.0,920,3765.845282
165.0,680,3766.779264
240.0,1068,3768.330009
370.0,1117,3769.961549
335.0,1142,3771.671155
265.0,885,3772.97787
630.0,1316,3774.86731
265.0,905,3791.263087
120.0,634,3792.132928
300.0,1052,3793.60429
380.0,1077,3795.157329
410.0,1153,3796.781766
440.0,1044,3798.253424
260.0,816,3799.405894
445.0,1204,3801.066761
270.0,815,3802.192966
425.0,1160,3818.989344
495.0,1254,3820.802835
220.0,674,3821.777081
390.0,984,3823.143087
530.0,1187,3824.796644
470.0,1289,3826.625329
575.0,1210,3828.380734
575.0,1406,3830.376122
125.0,896,3846.68505
355.0,943,3848.068832
110.0,566,3848.903939
350.0,997,3850.442133
590.0,1248,3852.32987
185.0,751,3853.431534
280.0,1055,3855.006628
350.0,1225,3856.823914
325.0,1099,3873.514231
365.0,1120,3875.129473
115.0,641,3876.001587
280.0,986,3877.404004
505.0,1272,3879.198485
150.0,660,3880.136733
525.0,1588,3882.418227
185.0,529,3883.151865
400.0,1018,3884.625174
365.0,920,3901.067358
165.0,961,3902.508208
300.0,1050,3903.986904
475.0,1491,3906.191294
400.0,1204,3908.011168
455.0,1436,3910.070737
475.0,1366,3912.049727
460.0,1397,3929.2929
270.0,944,3930.643648
245.0,884,3931.87727
585.0,1214,3967.576869
160.0,662,3968.49837
260.0,1088,3970.037921
395.0,1016,3971.484635
335.0,877,3972.737471
800.0,1675,3990.280917
380.0,1120,3991.887428
120.0,702,3992.856784
295.0,911,3994.132996
175.0,714,3995.112038
170.0,799,3996.240851
360.0,1245,3998.016616
115.0,575,3998.782755
155.0,788,3999.922635
160.0,646,4000.789579
150.0,662,4001.707019
485.0,1094,4018.328728
410.0,965,4019.678158
190.0,885,4020.949975
315.0,1077,4022.521771
55.0,447,4023.115846
300.0,1065,4024.641102
320.0,869,4025.83628
215.0,902,4027.128892
240.0,1130,4028.752839
105.0,696,4044.889848
425.0,1167,4046.5682
155.0,818,4047.714933
275.0,940,4049.045808
240.0,1138,4050.670121
190.0,856,4051.897934
400.0,1045,4053.355337
400.0,1080,4054.9283
170.0,788,4056.046742
490.0,986,4072.651244
165.0,1009,4074.075874
465.0,1463,4076.228328
320.0,1240,4077.995601
125.0,643,4078.911812
155.0,696,4079.880963
500.0,1212,4081.638472
120.0,621,4082.549112
415.0,1206,4099.346836
230.0,1021,4100.824141
190.0,682,4101.802196
575.0,1253,4103.572747
360.0,1270,4105.383521
405.0,1281,4107.22001
490.0,1456,4109.366723
170.0,716,4110.382264
430.0,1242,4127.330839
275.0,821,4128.500057
225.0,984,4129.949992
390.0,1043,4131.465282
400.0,967,4132.803054
230.0,849,4133.988053
265.0,1079,4135.515814
200.0,702,4136.473431
275.0,1019,4137.907851
95.0,664,4153.955837
420.0,1227,4155.674582
340.0,999,4157.125737
150.0,656,4158.031238
340.0,952,4159.397093
260.0,902,4160.691767
210.0,862,4161.908083
720.0,1351,4163.822665
290.0,1036,4165.301939
470.0,1349,4182.319703
200.0,797,4183.414961
425.0,1462,4185.507751
315.0,905,4186.782848
205.0,966,4188.231778
510.0,1176,4189.980581
425.0,1536,4192.188142
440.0,1180,4208.986101
515.0,1275,4210.766202
260.0,944,4212.173609
340.0,1146,4213.841955
55.0,476,4214.520184
195.0,904,4215.786493
250.0,1030,4217.267288
265.0,1052,4218.794033
325.0,1093,4220.378792
195.0,984,4236.806204
170.0,860,4238.009962
300.0,1181,4273.940453
365.0,881,4275.224642
415.0,1012,4276.68214
270.0,1077,4278.228088
345.0,950,4279.577278
570.0,853,4280.800282
265.0,1005,4297.269209
65.0,626,4298.167805
395.0,1398,4300.198693
195.0,905,4301.51634
345.0,1072,4303.043971
200.0,834,4304.221092
470.0,1222,4305.929729
330.0,964,4307.301115
320.0,1049,4308.768543
175.0,705,4324.795796
360.0,910,4326.083616
375.0,1374,4328.046949
335.0,1166,4329.729725
160.0,697,4330.722336
280.0,1100,4332.347331
420.0,1100,4333.946115
120.0,628,4334.817099
90.0,393,4335.365674
410.0,1353,4352.762194
460.0,1222,4354.730616
170.0,689,4355.780422
745.0,1297,4357.707158
390.0,1006,4359.137541
350.0,1183,4360.837637
65.0,489,4361.519717
150.0,696,4362.484818
555.0,1161,4364.219248
155.0,690,4380.407681
155.0,634,4381.271811
545.0,1265,4383.103585
80.0,421,4383.672221
370.0,1001,4385.121696
430.0,1124,4386.694169
380.0,1179,4388.438984
150.0,639,4389.34159
100.0,753,4390.43046
580.0,1158,4392.08614
525.0,1273,4409.042013
490.0,1234,4410.802368
270.0,1161,4412.486896
135.0,617,4413.393359
695.0,1563,4415.574993
130.0,824,4416.754134
400.0,1089,4418.322512
435.0,1410,4435.628357
175.0,1095,4437.194525
575.0,1469,4439.249818
320.0,924,4440.522534
110.0,679,4441.457591
550.0,977,4442.80776
295.0,892,4444.087935
